date	close
8-Feb-10	194.12
5-Feb-10	195.46
4-Feb-10	192.05
3-Feb-10	199.23
2-Feb-10	195.86
1-Feb-10	194.73
29-Jan-10	192.06
28-Jan-10	199.29
27-Jan-10	207.88
26-Jan-10	205.94
25-Jan-10	203.08
22-Jan-10	197.75
21-Jan-10	208.07
20-Jan-10	211.72
19-Jan-10	215.04
18-Jan-10	205.93
15-Jan-10	205.93
14-Jan-10	209.43
13-Jan-10	210.65
12-Jan-10	207.72
11-Jan-10	210.11
8-Jan-10	211.98
7-Jan-10	210.58
6-Jan-10	210.97
5-Jan-10	214.38
4-Jan-10	214.01
1-Jan-10	210.73
